citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;taste
0.46;12.6;0.042;41.0;143.0;1.0;3.24;0.76;8.5;8;867
0.33;1.0;0.076;17.0;57.0;0.9921;3.14;0.46;10.6;6;1140
0.27;9.8;0.062;33.0;152.0;0.9966;3.31;0.47;9.5;6;997
0.3;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;10.0;5;1337
0.65;10.4;0.05;76.0;192.0;0.9976;3.16;0.42;8.7;5;541
0.21;2.6;0.025;12.0;120.0;0.9894;3.39;0.79;14.0;7;1099
0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;5;1132
0.33;1.2;0.042;47.0;121.0;0.99198;3.04;0.68;10.5;7;4322
0.28;20.4;0.041;40.0;144.0;1.0002;3.14;0.38;8.7;5;2620
0.28;10.4;0.049;57.0;205.0;0.99748;3.24;0.45;9.3;5;2258
0.29;19.3;0.051;36.0;174.0;0.99911;3.14;0.5;9.0;5;4456
0.36;1.2;0.038;44.0;111.0;0.9926;3.36;0.34;9.9;6;59
0.3;1.4;0.064;34.0;166.0;0.99136;3.11;0.42;11.4333333333333;6;4353
0.35;1.2;0.031;27.0;84.0;0.9928;3.33;0.34;9.9;5;1938
0.32;10.3;0.079;37.0;122.0;0.99662;3.02;0.45;8.8;5;2486
0.3;1.5;0.033;35.0;95.0;0.98986;3.36;0.56;12.0;7;4834
0.34;16.3;0.051;56.0;197.0;1.0004;3.49;0.42;9.8;5;1078
0.32;1.1;0.034;24.0;110.0;0.9898;3.36;0.4;12.5;6;4512
0.31;6.9;0.037;33.0;121.0;0.99176;3.02;0.39;11.9;8;3018
0.28;7.5;0.034;40.0;197.0;0.99485;3.14;0.6;9.7;5;940
0.33;4.7;0.059;31.0;118.0;0.9956;3.43;0.39;9.0;7;1080
0.23;4.2;0.038;42.0;119.0;0.9924;3.15;0.5;11.0;5;187
0.34;12.1;0.03;34.0;177.0;0.99706;3.13;0.47;10.6;5;2540
0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.76;9.6;6;2085
0.18;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;9.0;5;2249
0.0;3.4;0.036;23.0;134.0;0.98981;3.53;0.92;13.8;6;4792
0.28;1.5;0.051;46.0;142.0;0.9928;3.23;0.42;10.1;6;2023
0.3;12.8;0.062;19.0;171.0;0.99808;3.0;0.52;9.0;7;2588
0.3;6.2;0.04;49.0;139.0;0.99021;3.17;0.27;13.6;6;3910
0.26;8.15;0.035;14.0;88.0;0.99031;3.06;0.27;13.0;7;3483
0.32;2.4;0.048;41.0;200.0;0.9938;3.5;0.5;9.7;6;226
0.31;2.8;0.047;40.0;122.0;0.99126;3.06;0.64;10.9;7;3286
0.33;9.7;0.036;46.0;172.0;0.9966;3.08;0.4;10.2;5;1929
0.52;5.0;0.078;30.0;139.0;0.99494;3.1;0.36;9.0;6;2949
0.46;6.2;0.066;41.0;187.0;0.99362;3.19;0.42;9.73333333333333;5;4403
0.48;6.6;0.043;11.0;73.0;0.9938;2.9;0.38;11.6;5;1404
0.31;1.3;0.047;33.0;106.0;0.993;3.22;0.55;10.8;6;2179
0.51;14.8;0.039;62.0;204.0;0.9982;3.06;0.6;9.5;5;697
0.4;1.5;0.044;19.0;135.0;0.9937;2.96;0.49;10.9;5;1124
0.5;16.4;0.048;36.0;182.0;0.99904;3.02;0.49;8.8;6;2696
0.39;1.0;0.032;14.0;71.0;0.98912;3.31;0.38;13.0;7;2817
0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;8;1778
0.35;5.8;0.055;25.0;144.0;0.99576;3.24;0.54;10.2;6;2759
0.24;6.0;0.044;11.0;77.0;0.9956;3.21;0.56;9.7;5;1037
0.27;10.7;0.11;20.0;103.0;0.99672;3.08;0.41;9.0;6;4095
0.35;1.4;0.039;24.0;128.0;0.99212;2.97;0.68;10.4;5;2256
0.21;6.7;0.038;51.0;166.0;0.9941;3.29;0.63;10.0;6;313
0.22;1.3;0.046;18.0;66.0;0.99307;3.61;0.55;10.3;6;2281
0.26;1.3;0.045;16.0;128.0;0.9934;3.36;0.6;10.0;6;1416
0.37;1.5;0.06;18.0;75.0;0.9936;3.54;0.88;10.7;5;1036
0.37;1.8;0.031;6.0;61.0;0.9897;3.3;0.34;12.2;4;2159
0.38;12.7;0.043;70.5;163.0;0.99706;3.15;0.82;10.4;7;4072
0.28;2.2;0.042;33.0;93.0;0.9914;3.31;0.43;11.1;6;1754
0.26;4.7;0.04;108.0;168.0;0.99278;3.07;0.75;10.7;7;3620
0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7;2603
0.27;6.7;0.022;44.0;129.0;0.99221;3.36;0.39;11.0;7;3098
0.37;7.0;0.038;27.0;107.0;0.99206;2.98;0.82;11.5;6;3231
0.23;5.8;0.035;24.0;100.0;0.99062;3.15;0.57;13.2;7;3829
0.49;8.1;0.051;51.0;205.0;0.9954;3.1;0.52;11.0;6;1506
0.27;1.7;0.028;10.0;59.0;0.9923;2.97;0.48;10.4;5;1923
0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;448
0.62;6.4;0.041;7.0;113.0;0.99358;2.96;0.59;10.2;5;3807
0.28;1.6;0.028;13.0;168.0;0.99203;3.17;1.06;11.5;6;2441
0.34;1.4;0.031;3.0;60.0;0.98854;3.27;0.38;13.0;6;4867
0.24;9.2;0.044;25.0;150.0;0.99502;3.22;0.44;10.5;5;2822
0.14;1.2;0.055;24.0;84.0;0.9941;3.15;0.43;8.9;5;361
0.24;6.6;0.04;38.0;141.0;0.995;3.22;0.47;9.5;5;2183
0.34;4.7;0.042;19.0;127.0;0.9953;3.25;0.42;10.4;5;1134
0.21;16.3;0.055;41.0;182.0;0.9986;3.35;0.54;10.4;6;4501
0.33;8.75;0.035;33.0;181.0;0.9962;3.11;0.46;10.7;5;2155
0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;7;1830
0.55;2.2;0.05;17.0;119.0;0.9962;3.12;0.69;10.3;4;1053
0.42;1.7;0.049;41.0;122.0;0.993;3.47;0.48;10.5;8;22
0.29;4.3;0.051;25.0;142.0;0.9939;3.16;0.39;10.2;5;2066
0.28;31.6;0.053;35.0;176.0;1.0103;3.15;0.38;8.8;6;1653
0.0;1.3;0.044;72.0;197.0;0.99202;3.56;0.43;10.9;5;2629
0.52;1.7;0.034;41.0;193.0;0.99223;3.25;0.59;10.4;6;3979
0.32;1.2;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6;2698
0.34;1.3;0.035;54.0;110.0;0.99176;3.07;0.55;11.0;7;3898
0.17;1.1;0.049;7.0;119.0;0.99297;3.13;0.36;9.7;6;2325
0.27;8.6;0.056;26.0;111.0;0.9956;2.95;0.52;9.5;5;460
0.34;2.6;0.037;33.0;125.0;0.9923;3.1;0.49;11.1;7;1067
0.31;13.3;0.05;69.0;202.0;0.9972;3.22;0.48;9.7;6;87
0.51;7.6;0.049;35.0;200.0;0.99548;3.16;0.54;9.4;4;3973
0.3;6.9;0.038;23.0;89.0;0.99266;3.25;0.49;11.1;6;3453
0.37;5.1;0.047;46.0;201.0;0.9938;3.08;0.65;10.5;4;282
0.19;12.4;0.047;50.0;162.0;0.9973;3.35;0.38;9.5;5;462
0.32;8.3;0.045;38.0;126.0;0.9958;3.21;0.34;9.2;5;212
0.28;2.7;0.034;23.0;111.0;0.99405;3.35;0.64;10.2;4;2413
0.41;15.4;0.05;55.0;191.0;1.0;3.32;0.59;8.9;6;1368
0.38;14.3;0.058;55.0;194.0;0.9979;3.09;0.44;9.0;6;234
0.3;13.3;0.049;46.0;120.0;0.99704;3.2;0.36;9.5;7;2672
0.37;4.9;0.034;26.0;127.0;0.9928;3.17;0.44;10.8;6;597
0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8;4334
0.54;17.3;0.06;46.0;235.0;1.00182;3.08;0.61;8.8;6;2250
0.1;3.5;0.044;17.0;63.0;0.9937;3.01;0.39;9.2;5;3893
0.26;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;9.5;5;2283
0.1;8.3;0.094;23.0;188.0;0.9972;3.4;0.47;9.2;4;662
0.29;3.0;0.027;16.0;102.0;0.99067;3.23;0.56;11.2;6;4861
0.26;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;9.5;5;2285
0.23;6.65;0.034;6.0;158.0;0.99344;3.05;0.48;11.2;5;4625
0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;6;3084
0.09;11.4;0.044;45.0;204.0;0.99713;3.15;0.46;9.0;5;2417
0.29;1.1;0.047;67.0;152.0;0.9916;3.54;0.59;11.1;7;3311
0.44;14.1;0.053;43.0;145.0;1.0006;3.28;0.75;8.8;8;779
0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;3258
0.29;2.0;0.022;33.0;96.0;0.98902;3.04;0.54;12.8;7;3305
0.35;8.6;0.038;37.0;125.0;0.9916;3.0;0.32;12.4;8;3174
0.17;1.3;0.061;14.0;100.0;0.9925;3.07;0.55;9.5;5;4509
0.25;1.9;0.029;33.0;118.0;0.98972;3.36;0.66;12.5;6;4738
0.26;13.2;0.051;54.0;201.0;0.9976;3.25;0.46;9.0;5;685
0.31;1.7;0.048;17.0;61.0;0.98953;3.24;0.37;12.0;7;4773
0.27;11.6;0.028;22.0;97.0;0.99314;2.96;0.38;11.7;6;4051
0.3;12.8;0.053;48.5;229.0;0.9986;3.14;0.49;9.1;7;2171
0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7;3750
0.25;1.6;0.046;50.0;181.0;0.9925;3.2;0.42;11.0;7;1850
0.28;1.3;0.035;32.0;90.0;0.9916;3.1;0.42;10.7;6;487
0.26;1.55;0.041;118.5;216.0;0.9949;3.55;0.63;9.4;3;1688
0.36;11.6;0.042;45.0;124.0;0.997;2.92;0.59;9.5;7;2230
0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;3151
0.3;8.1;0.037;42.0;130.0;0.99379;3.1;0.67;11.8;6;2320
0.37;15.0;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;7;782
0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5;521
0.4;1.3;0.038;22.0;101.0;0.9901;3.03;0.39;11.4;6;522
0.28;10.2;0.039;29.0;115.0;0.99469;3.11;0.45;10.9;7;3000
0.24;5.1;0.036;43.0;131.0;0.99186;3.24;0.44;11.3;6;3817
0.39;1.6;0.024;26.0;93.0;0.99116;3.15;0.49;11.9;6;2398
0.24;3.9;0.045;36.0;138.0;0.9922;3.15;0.64;11.3;7;2207
0.54;12.9;0.049;62.0;162.5;0.9984;3.06;0.45;9.1;6;4530
0.45;14.3;0.054;30.0;181.0;0.99869;3.14;0.57;9.1;5;3508
0.27;9.6;0.037;19.0;105.0;0.99444;3.04;0.37;10.5;7;3679
0.74;3.2;0.042;15.0;126.0;0.9934;3.02;0.51;11.2;6;1511
0.42;14.3;0.045;45.0;213.0;0.9991;3.18;0.63;9.2;5;1882
0.34;14.4;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7;651
0.28;7.8;0.05;43.0;116.0;0.99326;3.22;0.6;11.5;8;3932
0.34;2.8;0.042;59.5;162.0;0.99179;3.27;0.47;10.8;6;4429
0.35;12.5;0.044;26.0;72.0;0.9941;3.17;0.29;11.6;5;369
0.22;3.3;0.048;41.0;161.0;0.99256;3.16;0.5;10.5;6;2825
0.5;13.3;0.056;68.0;195.0;0.9982;3.01;0.47;9.2;5;118
0.39;6.75;0.031;22.0;98.0;0.9913;3.15;0.8;12.9;7;3206
0.35;1.4;0.05;23.0;83.0;0.99019;3.17;0.48;12.0;7;4165
0.37;1.3;0.051;16.0;96.0;0.9941;3.32;0.62;10.0;5;2216
0.31;1.6;0.032;36.0;109.0;0.99044;2.97;0.43;11.9;6;3842
0.49;1.5;0.035;42.0;120.0;0.9928;3.26;0.4;10.6;7;1613
0.34;1.6;0.026;27.0;109.0;0.9934;3.34;0.58;10.1;6;2812
0.34;15.4;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;6;962
0.4;14.55;0.047;47.0;156.0;0.99945;3.34;0.78;9.1;6;3425
0.24;9.8;0.054;59.0;140.0;0.99545;3.17;0.39;10.2;6;4310
0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8;4335
0.29;1.8;0.044;21.0;115.0;0.99166;3.1;0.38;10.2;5;3270
0.3;2.3;0.05;23.0;106.0;0.99397;2.98;0.5;10.0;5;2415
0.27;10.6;0.03;27.0;119.0;0.9947;3.4;0.34;10.7;7;4563
0.2;1.6;0.04;26.0;114.0;0.99105;3.25;0.45;11.4;6;4248
0.31;11.7;0.051;24.0;94.0;0.997;3.19;0.44;9.5;7;2185
0.27;5.2;0.03;32.0;101.0;0.99172;3.22;0.62;12.3;7;2722
0.26;6.5;0.042;32.0;160.0;0.9944;3.14;0.47;10.7;5;2037
0.4;15.4;0.052;81.0;198.0;0.9986;3.2;0.69;9.4;5;4179
0.6;1.1;0.135;61.0;144.0;0.9927;3.12;0.39;9.3;7;772
0.34;1.8;0.028;26.0;168.0;0.9911;2.99;0.48;12.1;7;1284
0.22;3.4;0.035;40.0;122.0;0.99024;3.09;0.47;12.3;6;4644
0.3;1.4;0.037;55.0;130.0;0.9909;3.29;0.38;11.3;6;1414
0.31;1.3;0.043;47.0;155.0;0.9937;3.42;0.5;10.1;6;1234
0.33;12.2;0.033;25.0;97.0;0.99356;3.17;0.42;11.3;7;3357
0.37;6.2;0.027;24.0;97.0;0.992;3.38;0.49;12.2;7;435
0.29;8.9;0.046;82.0;188.0;0.9955;3.3;0.44;10.3;6;1674
0.32;3.5;0.028;29.0;113.0;0.9912;3.4;0.71;12.3;7;365
0.42;1.1;0.043;63.0;146.0;0.99066;3.13;0.72;11.2;7;2555
0.4;7.8;0.041;38.0;194.0;0.9976;3.34;0.51;9.6;6;231
0.3;2.6;0.034;62.0;148.0;0.99121;3.03;0.56;11.3;7;4347
0.26;3.5;0.071;26.0;69.0;0.98994;3.1;0.38;11.5;6;3903
0.3;1.6;0.04;19.0;86.0;0.99089;3.32;0.65;11.5;6;4313
0.24;1.2;0.049;13.0;125.0;0.9932;3.17;0.51;9.4;5;407
0.19;8.0;0.044;51.0;172.0;0.9964;3.16;0.44;9.2;5;2090
0.63;11.0;0.044;55.0;156.0;0.9974;3.09;0.44;8.7;6;86
0.29;1.6;0.034;29.0;118.0;0.9917;3.3;0.5;11.0;8;844
0.29;7.6;0.047;45.0;232.0;0.9955;3.35;0.62;10.0;6;1031
0.34;1.1;0.043;20.0;116.0;0.9927;3.0;0.47;10.2;6;4600
0.19;1.2;0.041;30.0;111.0;0.99254;2.99;0.46;9.4;6;4895
0.37;0.8;0.027;3.0;21.0;0.9897;3.09;0.31;10.8;5;3119
0.35;2.1;0.038;30.0;116.0;0.9949;3.49;0.77;10.3;7;855
0.3;8.8;0.064;26.0;103.0;0.9961;2.94;0.56;9.3;5;78
0.29;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;10.6;6;2247
0.33;3.5;0.037;37.0;155.0;0.98987;3.18;0.37;12.4;6;4482
0.53;1.7;0.04;41.0;192.0;0.9922;3.26;0.59;10.4;7;3978
0.28;3.2;0.035;16.0;117.0;0.98959;3.26;0.42;12.6;6;4366
0.24;10.3;0.057;64.0;185.0;0.99519;3.12;0.5;10.6;6;3346
0.52;1.3;0.148;45.0;149.0;0.99468;3.08;0.56;8.7;5;2279
0.44;8.2;0.046;52.0;183.0;0.99584;3.2;0.51;9.4;5;2792
0.41;1.1;0.048;35.0;150.0;0.99168;3.09;0.47;11.2;5;4661
0.29;1.1;0.036;23.0;56.0;0.9904;3.19;0.38;11.3;5;4576
0.29;8.5;0.037;124.0;208.0;0.99395;2.9;0.38;11.0;3;3307
0.13;7.8;0.042;11.0;117.0;0.996;3.23;0.37;9.2;5;2176
0.38;8.3;0.047;47.0;162.0;0.9954;3.34;0.52;10.5;7;424
0.15;9.8;0.031;19.0;125.0;0.9957;3.36;0.47;10.2;6;392
0.15;10.8;0.033;26.0;120.0;0.99494;3.25;0.49;10.0;6;4635
0.41;7.0;0.046;59.0;194.0;0.99558;3.14;0.48;9.4;5;3295
0.37;13.5;0.06;52.0;192.0;0.9975;3.0;0.44;9.1;5;104
0.26;9.2;0.027;37.0;122.0;0.99228;3.06;0.34;12.5;8;3689
0.22;11.7;0.035;44.0;150.0;0.99578;3.1;0.45;10.4;5;3027
0.31;1.4;0.046;37.0;135.0;0.9939;3.34;0.57;10.2;7;1948
0.49;4.5;0.048;27.0;133.0;0.9946;3.24;0.42;10.6;6;1459
0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;3144
0.38;6.5;0.17;68.0;201.0;0.9956;3.19;0.38;9.4;6;2704
0.19;8.3;0.029;24.0;142.0;0.992;3.22;0.45;12.3;6;3548
0.31;19.25;0.043;38.0;167.0;0.99954;2.93;0.52;9.1;7;4694
0.74;7.8;0.045;52.0;209.0;0.9956;3.21;0.42;9.2;6;1587
0.28;1.9;0.032;30.0;92.0;0.9914;3.1;0.39;10.9;6;3536
0.46;13.8;0.055;68.0;198.0;0.9988;3.36;0.37;9.5;6;1731
0.28;4.2;0.044;52.0;158.0;0.992;3.35;0.44;10.7;7;3586
0.32;4.0;0.036;44.0;92.0;0.98936;3.2;0.5;13.3;7;4863
0.24;1.6;0.054;25.0;117.0;0.9943;3.36;0.5;9.3;5;1791
0.33;7.0;0.024;14.0;130.0;0.9918;3.25;0.45;12.5;7;2355
0.57;15.0;0.052;35.0;256.0;1.0001;2.93;0.64;8.6;5;1940
0.18;1.2;0.042;20.0;84.0;0.9927;3.22;0.45;10.1;4;702
0.32;14.6;0.063;32.0;201.0;0.998;3.0;0.45;9.2;5;2442
0.28;7.2;0.04;46.0;179.0;0.99541;3.14;0.6;10.1;6;2715
0.62;10.8;0.041;70.0;189.0;0.9976;3.08;0.49;8.6;4;496
0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;5;464
0.29;4.2;0.037;69.0;144.0;0.99214;3.13;0.74;10.8;7;4242
0.26;14.8;0.053;44.0;95.0;0.99676;3.2;0.35;9.8;6;4250
0.37;0.8;0.037;4.0;100.0;0.9902;3.03;0.39;11.4;4;172
0.56;15.4;0.053;32.0;141.0;0.9981;3.11;0.49;9.3;5;4464
0.33;12.8;0.041;60.0;168.0;0.99659;3.1;0.56;9.8;5;4700
0.27;2.3;0.042;19.0;120.0;0.98952;3.32;0.41;12.7;7;4266
0.29;7.4;0.028;16.0;87.0;0.99311;3.15;0.56;10.9;7;2845
0.28;10.4;0.049;57.0;205.0;0.99748;3.24;0.45;9.3;5;2260
0.25;17.1;0.05;44.0;138.0;1.0001;3.3;0.37;8.8;5;2112
0.38;7.9;0.052;30.0;145.0;0.9947;3.32;0.56;11.0;7;900
0.49;1.2;0.063;35.0;92.0;0.9911;3.38;0.42;12.2;6;1446
0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;8;3480
0.3;1.5;0.031;21.0;57.0;0.99115;3.44;0.55;11.0;6;741
0.28;6.5;0.037;26.0;97.0;0.99148;3.16;0.58;12.6;7;2293
0.27;1.6;0.027;35.0;136.0;0.99248;3.38;0.54;11.0;7;2452
0.37;1.5;0.037;27.0;109.0;0.99345;3.38;0.5;9.8;6;2528
0.38;1.1;0.04;41.0;92.0;0.99062;2.88;0.6;12.0;6;3938
0.46;15.55;0.037;61.0;171.0;0.9986;2.94;0.35;8.8;6;1206
0.27;1.9;0.048;40.0;170.0;0.9938;3.64;0.54;10.0;7;509
0.33;1.4;0.029;35.0;138.0;0.99114;3.36;0.6;11.5;7;2526
0.29;5.6;0.046;35.0;178.0;0.99313;3.25;0.51;10.5333333333333;5;4356
0.36;5.1;0.031;46.0;145.0;0.9897;3.14;0.31;12.4;7;3200
0.49;1.5;0.031;17.0;122.0;0.9932;3.03;0.4;10.3;6;1549
0.38;2.2;0.03;40.0;109.0;0.99075;3.27;0.46;12.6;6;3154
0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;5;2202
0.04;12.6;0.034;22.0;115.0;0.9964;3.28;0.63;9.9;6;2044
0.36;1.6;0.028;7.0;46.0;0.99175;3.21;0.6;10.9;6;767
0.34;1.2;0.045;6.0;132.0;0.99132;3.16;0.46;11.2;4;4774
0.25;14.3;0.044;27.0;149.0;0.998;2.91;0.46;9.2;6;3608
0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;6;421
0.28;5.0;0.058;14.0;146.0;0.9952;3.29;0.36;9.1;6;123
0.32;1.3;0.048;23.0;76.0;0.9903;2.96;0.46;12.0;6;4071
0.3;1.7;0.043;19.0;95.0;0.99207;3.17;0.46;10.7;7;2534
0.22;8.9;0.034;27.0;133.0;0.99675;3.2;0.51;9.1;5;819
0.31;2.2;0.044;29.0;128.0;0.9937;3.34;0.64;10.9;8;1403
0.16;3.1;0.045;28.0;92.0;0.994;3.12;0.35;9.1;6;1382
0.64;13.2;0.056;12.0;105.0;0.9972;3.05;0.39;9.2;5;2148
0.74;2.4;0.053;61.0;182.0;0.9953;3.63;0.76;10.5;6;1575
0.49;13.0;0.239;42.0;220.0;0.9988;2.96;0.51;9.2;5;1638
0.41;6.3;0.061;22.0;149.0;0.9953;3.16;0.47;9.6;6;1795
0.32;7.9;0.034;17.0;81.0;0.99512;3.29;0.31;10.0;6;4719
0.42;2.9;0.032;32.0;83.0;0.9908;3.3;0.41;11.7;6;399
0.55;14.6;0.053;34.0;159.0;0.99805;2.93;0.44;9.2;5;2310
0.43;6.0;0.022;22.0;125.0;0.9928;3.13;0.55;11.5;6;882
0.4;1.9;0.015;20.0;98.0;0.9897;3.37;0.55;12.05;6;4871
0.24;12.1;0.056;68.0;210.0;0.99718;3.05;0.5;9.5;5;4219
0.24;2.3;0.047;60.0;189.0;0.995;3.65;0.72;10.1;6;1352
0.28;0.8;0.037;43.0;127.0;0.99198;3.24;0.51;9.3;5;2647
0.2;2.8;0.038;28.0;109.0;0.98968;3.23;0.47;13.4;6;4462
0.24;1.9;0.04;21.0;144.0;0.9923;3.35;0.38;11.0;5;2130
0.21;1.7;0.027;15.0;72.0;0.9894;3.5;0.45;12.5;6;982
0.31;1.5;0.022;11.0;82.0;0.9892;3.3;0.4;12.9;7;456
0.35;0.7;0.051;24.0;111.0;0.9916;3.37;0.43;11.0;3;3409
0.29;6.2;0.046;29.0;227.0;0.9952;3.29;0.53;10.1;6;1079
0.13;17.2;0.036;49.0;219.0;0.9996;2.96;0.46;9.7;5;1950
0.37;2.5;0.066;29.0;89.0;0.98964;3.14;0.42;12.7;6;4231
0.37;2.0;0.039;34.0;125.0;0.9922;3.26;0.6;10.8;7;689
0.28;7.5;0.04;70.0;230.0;0.99558;3.14;0.55;9.8;6;2429
0.25;12.9;0.054;34.0;189.0;0.9979;3.25;0.43;9.0;4;641
0.34;1.5;0.091;42.0;135.0;0.9938;3.25;0.49;9.6;7;2392
0.38;4.3;0.044;49.0;172.0;0.996;3.37;0.74;10.8;6;1953
0.27;11.0;0.042;45.0;148.0;0.99786;3.14;0.46;8.7;5;2653
0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5;2707
0.38;7.8;0.031;54.0;216.0;0.99154;3.03;0.42;13.1;6;4837
0.24;1.7;0.045;18.0;161.0;0.99196;3.25;0.53;11.2;6;4434
0.52;6.2;0.028;37.0;104.0;0.99161;3.28;0.51;11.8;7;4673
0.32;16.2;0.044;31.0;170.0;0.99644;3.17;0.37;11.2;5;2829
0.32;7.9;0.029;34.0;124.0;0.9948;3.4;0.39;10.2;5;1884
0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;389
0.23;12.7;0.054;20.0;139.0;0.99836;3.16;0.5;9.7;4;2494
0.34;13.4;0.044;45.0;139.0;0.99752;3.06;0.43;9.1;6;4602
0.26;2.0;0.054;20.0;180.0;0.9952;3.58;0.57;10.0;5;2895
0.29;1.6;0.034;29.0;118.0;0.9917;3.3;0.5;11.0;8;845
0.35;1.1;0.045;14.0;167.0;0.992;3.34;0.68;9.9;6;542
0.43;7.5;0.049;65.0;243.0;0.9957;3.12;0.47;9.0;5;91
0.32;7.4;0.015;47.0;124.0;0.99278;2.99;0.39;11.0;6;3755
0.5;12.8;0.042;57.0;184.0;0.9984;3.09;0.46;9.0;6;1979
0.18;1.4;0.034;18.0;135.0;0.99174;3.32;0.35;10.2;6;3738
0.39;1.5;0.053;26.0;106.0;0.99166;3.18;0.47;11.1;6;3942
0.44;8.2;0.046;52.0;183.0;0.99584;3.2;0.51;9.4;5;2801
0.13;12.8;0.044;26.0;158.0;0.99772;3.24;0.47;9.0;5;2529
0.3;6.5;0.028;27.0;87.0;0.9936;3.4;0.42;11.4;7;1676
0.38;1.1;0.038;15.0;75.0;0.9934;3.03;0.43;9.2;5;1048
0.31;1.0;0.024;13.0;91.0;0.993;2.79;0.37;10.1;5;1960
0.12;1.6;0.036;57.0;163.0;0.99239;3.38;0.59;10.5;6;2530
0.17;1.0;0.042;21.0;144.0;0.99304;3.13;0.4;9.6;5;2683
0.32;13.2;0.044;54.0;221.0;0.9972;3.27;0.5;9.6;6;237
0.33;1.0;0.037;66.0;144.0;0.9923;3.11;0.52;10.2;6;2860
0.21;1.1;0.032;31.0;111.0;0.9889;2.97;0.42;12.2;6;3366
0.42;2.3;0.053;27.0;114.0;0.994;2.99;0.43;10.0;5;1133
0.39;12.4;0.065;29.0;119.0;0.9974;3.16;0.39;9.4;5;1805
0.57;1.0;0.06;15.0;120.0;0.9924;3.06;0.41;9.5;5;4031
0.42;14.0;0.066;48.0;198.0;0.9979;2.89;0.42;8.9;6;163
0.25;1.4;0.033;30.0;114.0;0.98794;3.08;0.43;13.2;6;3370
0.28;4.25;0.032;43.0;132.0;0.9916;3.26;0.47;11.3;7;4618
0.33;1.4;0.042;24.0;183.0;0.99215;3.29;0.46;10.7;5;3758
0.33;7.4;0.037;25.0;95.0;0.99268;3.25;0.49;11.1;6;3406
0.41;14.6;0.048;73.0;223.0;0.99863;3.16;0.71;9.4;6;3990
0.33;1.3;0.031;22.0;87.0;0.98987;3.08;0.62;12.3;7;3515
0.3;1.3;0.036;7.0;49.0;0.99242;2.99;0.73;10.3;5;3804
0.2;3.4;0.046;9.0;116.0;0.9944;3.15;0.41;9.4;5;1811
0.28;6.3;0.034;45.0;152.0;0.9921;3.29;0.46;11.6;7;3002
0.49;1.1;0.033;28.0;81.0;0.9923;3.0;0.68;10.4;7;1428
0.28;17.05;0.047;53.0;139.0;0.99724;3.25;0.35;10.5;6;4393
0.31;5.0;0.027;15.0;72.0;0.99165;3.26;0.6;11.5;7;2700
0.25;1.4;0.057;21.0;125.0;0.99091;3.23;0.44;11.1;7;3277
0.21;2.1;0.051;46.0;171.0;0.9932;3.16;0.5;9.5;5;4374
0.23;7.9;0.033;22.0;130.0;0.9944;3.38;0.59;10.9;6;4558
0.64;13.9;0.043;22.0;171.0;0.99873;2.99;0.8;9.3;5;2721
0.49;13.0;0.033;37.0;158.0;0.9955;3.14;0.35;11.3;6;1452
0.07;1.1;0.03;10.0;131.0;0.9905;2.97;0.28;10.8;5;593
0.39;2.9;0.173;63.0;157.0;0.9937;3.1;0.34;9.4;6;41
0.42;9.1;0.049;31.0;150.0;0.9953;3.12;0.74;9.9;7;560
0.27;1.4;0.041;51.0;117.0;0.9909;3.28;0.38;11.2;6;2834
0.49;11.4;0.035;57.0;137.0;0.99732;3.08;0.54;8.9;6;4678
