fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;alcohol;quality;taste
5.4;0.46;0.15;2.1;0.026;29.0;130.0;13.4;8;3754
7.8;0.19;0.32;7.4;0.015;47.0;124.0;11.0;6;3759
6.8;0.23;0.48;1.5;0.036;35.0;165.0;11.3;6;4822
7.8;0.13;0.3;1.8;0.04;43.0;179.0;9.0;5;1354
7.0;0.18;0.37;1.5;0.043;16.0;104.0;10.8;5;2697
6.2;0.34;0.29;7.6;0.047;45.0;232.0;10.0;6;1031
6.6;0.15;0.34;5.1;0.055;34.0;125.0;9.6;5;193
4.8;0.225;0.38;1.2;0.074;47.0;130.0;10.3;6;4717
6.4;0.16;0.32;8.75;0.038;38.0;118.0;10.7;5;2919
8.0;0.27;0.24;1.2;0.044;20.0;102.0;10.9;5;1748
6.7;0.5;0.36;11.5;0.096;18.0;92.0;9.6;5;4836
7.2;0.21;0.34;11.9;0.043;37.0;213.0;9.6;6;56
7.4;0.18;0.36;13.1;0.056;72.0;163.0;9.1;6;2108
5.9;0.24;0.34;2.0;0.037;40.0;108.0;12.3;6;4187
8.2;0.27;0.43;1.6;0.035;31.0;128.0;12.3;6;711
6.2;0.29;0.32;3.6;0.026;39.0;138.0;13.1;7;2772
8.1;0.19;0.58;16.65;0.049;48.0;181.0;9.1;6;1985
7.6;0.27;0.52;3.2;0.043;28.0;152.0;11.4;6;3106
5.9;0.27;0.29;11.4;0.036;31.0;115.0;10.5;8;598
8.2;0.38;0.49;13.6;0.042;58.0;166.0;9.4;5;851
6.8;0.26;0.56;11.9;0.043;64.0;226.0;9.3;5;184
7.5;0.18;0.39;1.9;0.054;23.0;91.0;10.3;6;2153
7.1;0.28;0.19;7.8;0.04;48.0;184.0;9.4;5;2241
5.2;0.44;0.04;1.4;0.036;43.0;119.0;12.1;8;159
7.2;0.16;0.26;7.1;0.054;41.0;224.0;10.1;5;2137
6.0;0.26;0.33;4.35;0.04;15.0;80.0;12.7;6;3321
7.3;0.19;0.24;6.3;0.054;34.0;231.0;10.0;6;1823
7.2;0.17;0.41;1.6;0.052;24.0;126.0;10.8;5;2816
7.1;0.2;0.27;9.6;0.037;19.0;105.0;10.5;7;3692
6.3;0.23;0.22;3.75;0.039;37.0;116.0;10.7;6;1311
6.3;0.31;0.3;10.0;0.046;49.0;212.0;11.9;6;1681
6.9;0.23;0.24;14.2;0.053;19.0;94.0;9.6;5;1435
6.9;0.27;0.4;14.0;0.05;64.0;227.0;9.6;6;183
7.8;0.25;0.34;13.7;0.044;66.0;184.0;8.9;5;2716
7.9;0.25;0.29;5.3;0.031;33.0;117.0;11.8;7;1129
6.2;0.38;0.42;2.5;0.038;34.0;117.0;11.6;7;4876
6.4;0.46;0.22;14.7;0.047;51.0;183.0;10.5;5;4548
7.9;0.17;0.32;1.6;0.053;47.0;150.0;9.6;6;2089
6.7;0.3;0.44;18.75;0.057;65.0;224.0;9.1;5;3444
6.6;0.36;0.52;11.3;0.046;8.0;110.0;9.4;5;2552
7.1;0.17;0.4;14.55;0.047;47.0;156.0;9.1;6;3425
7.4;0.21;0.8;12.3;0.038;77.0;183.0;9.0;5;3064
7.0;0.24;0.32;1.3;0.037;39.0;123.0;11.2;8;1087
8.0;0.18;0.37;1.3;0.04;15.0;96.0;12.1;6;1111
6.0;0.28;0.25;1.8;0.042;8.0;108.0;9.0;5;2953
6.2;0.35;0.2;18.1;0.069;33.0;158.0;8.8;6;4116
6.6;0.25;0.42;11.3;0.049;77.0;231.0;9.5;6;2199
7.7;0.3;0.34;1.2;0.048;4.0;119.0;12.1;6;2768
7.4;0.32;0.55;16.6;0.056;53.0;238.0;8.7;6;1958
7.8;0.49;0.49;7.0;0.043;29.0;149.0;10.0;5;1640
8.6;0.34;0.36;1.4;0.045;11.0;119.0;9.4;4;2503
8.2;0.3;0.44;12.4;0.043;52.0;154.0;12.0;6;3211
6.8;0.32;0.3;1.0;0.049;22.0;113.0;10.2;5;2480
6.7;0.16;0.36;2.0;0.045;24.0;131.0;10.5;6;3472
6.9;0.28;0.41;1.4;0.016;6.0;55.0;13.4;5;3056
7.4;0.2;0.29;1.7;0.047;16.0;100.0;10.6;6;2248
7.2;0.2;0.22;1.6;0.044;17.0;101.0;10.0;5;2958
6.8;0.26;0.42;1.7;0.049;41.0;122.0;10.5;8;22
7.1;0.32;0.4;1.5;0.034;13.0;84.0;10.4;5;1825
7.8;0.34;0.35;1.8;0.042;8.0;167.0;12.1;6;511
6.5;0.31;0.14;7.5;0.044;34.0;133.0;9.5;5;19
5.2;0.155;0.33;1.6;0.028;13.0;59.0;11.9;8;2931
8.2;0.15;0.48;2.7;0.052;24.0;190.0;10.9;7;1721
6.8;0.18;0.28;1.1;0.027;32.0;112.0;11.0;7;3575
6.4;0.16;0.28;2.2;0.042;33.0;93.0;11.1;6;1754
6.9;0.28;0.3;8.3;0.026;37.0;113.0;12.3;8;3391
9.4;0.23;0.56;16.45;0.063;52.5;282.0;9.3;5;2378
6.5;0.15;0.32;1.3;0.036;19.0;76.0;12.3;6;2863
5.9;0.36;0.41;1.3;0.047;45.0;104.0;10.6;6;481
7.6;0.2;0.26;4.8;0.033;26.0;76.0;12.3;7;3365
7.5;0.23;0.32;9.2;0.038;54.0;191.0;9.7;6;1291
6.5;0.22;0.25;17.1;0.05;44.0;138.0;8.8;5;2110
7.8;0.2;0.32;5.0;0.016;31.0;101.0;11.0;6;3760
8.2;0.29;0.49;1.0;0.044;29.0;118.0;10.9;4;1652
6.9;0.35;0.55;11.95;0.038;22.0;111.0;9.7;5;2328
6.7;0.31;0.34;6.8;0.059;51.0;215.0;10.3;5;4127
6.6;0.38;0.29;2.4;0.136;15.0;93.0;9.5;5;4845
7.1;0.23;0.3;2.6;0.034;62.0;148.0;11.3;7;4347
6.3;0.21;0.29;11.7;0.048;49.0;147.0;10.8;5;2593
7.9;0.18;0.49;5.2;0.051;36.0;157.0;10.6;6;1550
7.6;0.31;0.23;12.7;0.054;20.0;139.0;9.7;4;2494
7.4;0.27;0.49;1.1;0.037;33.0;156.0;11.1;6;1528
6.4;0.27;0.45;8.3;0.05;52.0;196.0;9.5;5;3783
8.5;0.32;0.36;14.9;0.041;47.0;190.0;10.0;6;1696
6.1;0.36;0.16;6.4;0.037;36.0;198.0;9.9;6;691
7.6;0.17;0.46;0.9;0.036;63.0;147.0;10.7;6;3170
6.6;0.21;0.6;1.1;0.135;61.0;144.0;9.3;7;772
5.7;0.32;0.38;4.75;0.033;23.0;94.0;11.8;7;679
7.4;0.26;0.29;3.7;0.048;14.0;73.0;11.4;6;4085
6.5;0.22;0.19;1.1;0.064;36.0;191.0;9.5;6;3474
7.4;0.27;0.52;15.7;0.054;36.0;139.0;10.0333333333333;6;4341
6.0;0.28;0.27;4.1;0.046;50.0;147.0;11.6;6;4024
6.3;0.17;0.42;2.8;0.028;45.0;107.0;11.8;6;1101
7.7;0.43;0.28;4.5;0.046;33.0;102.0;12.2;7;1769
6.8;0.32;0.18;7.5;0.041;71.0;223.0;8.9;5;1151
7.4;0.17;0.4;5.5;0.037;34.0;161.0;11.5;4;831
7.8;0.42;0.26;9.2;0.058;34.0;199.0;9.3;6;670
6.0;0.24;0.32;6.3;0.03;34.0;129.0;10.4;5;1165
6.5;0.24;0.38;1.0;0.027;31.0;90.0;12.3;6;3183
6.8;0.22;0.24;4.9;0.092;30.0;123.0;8.6;6;60
6.4;0.16;0.37;1.5;0.037;27.0;109.0;9.8;6;2528
6.4;0.25;0.41;8.6;0.042;57.0;173.0;9.1;5;1175
6.9;0.38;0.29;13.65;0.048;52.0;189.0;9.5;6;3337
6.3;0.25;0.44;11.6;0.041;48.0;195.0;9.5;5;1943
6.4;0.15;0.44;1.2;0.043;67.0;150.0;11.2;7;2554
7.1;0.36;0.37;4.8;0.019;39.0;114.0;12.7;7;3158
7.6;0.33;0.35;6.3;0.036;12.0;126.0;12.0;7;840
6.1;0.27;0.32;1.1;0.034;24.0;110.0;12.5;6;4511
7.3;0.19;0.49;15.55;0.058;50.0;134.0;9.1;7;1644
7.7;0.28;0.24;2.4;0.044;29.0;157.0;10.6;6;4461
7.1;0.27;0.24;12.6;0.044;48.0;118.0;10.0;7;3618
7.5;0.2;0.47;16.9;0.052;51.0;188.0;9.3;5;2549
6.4;0.28;0.43;7.1;0.045;60.0;221.0;9.4;6;1002
6.0;0.31;0.32;7.4;0.175;47.0;159.0;9.4;6;4793
8.7;0.3;0.59;1.7;0.046;10.0;70.0;10.8;4;3186
6.3;0.41;0.3;3.2;0.03;49.0;164.0;11.7;7;1971
6.6;0.36;0.28;6.1;0.029;12.0;93.0;12.8;7;3624
7.2;0.23;0.38;14.3;0.058;55.0;194.0;9.0;6;236
6.4;0.15;0.36;1.8;0.034;43.0;150.0;11.0;8;1779
7.7;0.26;0.32;1.2;0.04;26.0;117.0;10.8;5;2117
7.5;0.26;0.26;18.35;0.084;33.0;139.0;8.8;5;1973
6.9;0.37;0.23;9.5;0.057;54.0;166.0;10.0;5;4102
5.8;0.26;0.29;1.0;0.042;35.0;101.0;11.4;7;4647
7.9;0.35;0.24;15.6;0.072;44.0;229.0;10.5;6;814
6.3;0.48;0.04;1.1;0.046;30.0;99.0;9.6;6;16
8.0;0.25;0.27;9.7;0.036;15.0;85.0;11.2;6;3569
6.6;0.19;0.43;10.9;0.045;53.0;154.0;10.4;6;2267
6.8;0.22;0.26;1.2;0.041;29.0;182.0;11.2;5;3716
5.3;0.43;0.11;1.1;0.029;6.0;51.0;11.2;4;4223
8.1;0.25;0.38;3.8;0.051;18.0;129.0;11.5;6;2217
7.9;0.35;0.28;12.9;0.032;13.0;63.0;13.0;6;3513
7.0;0.33;0.78;9.9;0.042;21.0;251.0;11.0;6;4591
6.1;0.22;0.49;1.5;0.051;18.0;87.0;9.6;5;1429
6.8;0.15;0.41;12.9;0.044;79.5;183.0;10.2;6;3683
7.1;0.26;0.19;8.2;0.051;53.0;187.0;9.7;5;2202
6.3;0.36;0.5;8.3;0.053;51.0;202.0;9.6;6;4704
6.5;0.24;0.29;8.2;0.043;32.0;156.0;10.1;6;2391
6.4;0.4;0.25;4.2;0.032;15.0;91.0;13.1;6;4624
6.0;0.39;0.13;1.2;0.042;60.0;172.0;10.6;5;3456
7.7;0.32;0.62;10.6;0.036;56.0;153.0;8.9;6;922
5.8;0.22;0.25;1.5;0.024;21.0;109.0;10.4;6;4343
6.7;0.29;0.45;14.3;0.054;30.0;181.0;9.1;5;3502
6.1;0.25;0.3;1.2;0.036;42.0;107.0;10.8;7;4207
6.7;0.54;0.28;5.4;0.06;21.0;105.0;9.0;5;79
4.8;0.26;0.23;10.6;0.034;23.0;111.0;11.5;7;3830
6.4;0.3;0.38;7.8;0.046;35.0;192.0;9.0;5;1207
6.7;0.18;0.3;6.4;0.048;40.0;251.0;10.0;5;1353
6.2;0.45;0.26;4.4;0.063;63.0;206.0;9.8;4;46
7.8;0.23;0.28;4.75;0.042;45.0;166.0;11.5;5;1299
8.8;0.39;0.34;5.9;0.055;33.0;128.0;11.8;6;1667
6.4;0.22;0.56;14.5;0.055;27.0;159.0;9.1;5;161
6.8;0.18;0.3;12.8;0.062;19.0;171.0;9.0;7;2585
7.2;0.27;0.27;2.4;0.048;30.0;149.0;9.2;6;373
6.8;0.28;0.37;7.0;0.057;35.0;208.0;10.2;5;1976
6.5;0.38;0.26;5.2;0.042;33.0;112.0;12.3;7;4004
6.3;0.23;0.21;5.1;0.035;29.0;142.0;10.1;7;1084
6.8;0.21;0.27;18.15;0.042;41.0;146.0;8.7;5;2052
7.8;0.18;0.46;13.6;0.052;38.0;118.0;10.0;6;348
7.0;0.31;0.52;1.7;0.029;5.0;61.0;10.4;5;1047
7.0;0.21;0.28;8.6;0.045;37.0;221.0;10.4;6;426
7.3;0.31;0.69;10.2;0.041;58.0;160.0;8.6;5;1085
6.4;0.17;0.27;9.9;0.047;26.0;101.0;9.9;6;3361
6.6;0.22;0.37;15.4;0.035;62.0;153.0;9.3;5;846
7.2;0.585;0.2;10.4;0.086;17.0;94.0;9.4;5;4316
5.3;0.58;0.07;6.9;0.043;34.0;149.0;9.7;5;267
7.3;0.19;0.49;15.55;0.058;50.0;134.0;9.1;7;1642
8.0;0.45;0.28;10.8;0.051;25.0;157.0;11.4;7;2222
7.3;0.23;0.37;1.8;0.032;60.0;156.0;11.1;6;1677
6.9;0.22;0.32;5.8;0.041;20.0;119.0;11.2;6;4296
7.4;0.22;0.26;8.8;0.027;23.0;112.0;11.4;6;3691
6.6;0.23;0.32;1.7;0.024;26.0;102.0;11.8;6;4209
5.9;0.21;0.31;1.8;0.033;45.0;142.0;12.7;6;4709
7.5;0.32;0.37;1.2;0.048;22.0;184.0;9.3;5;1186
6.8;0.27;0.12;1.3;0.04;87.0;168.0;10.0;5;405
8.8;0.2;0.28;1.1;0.018;18.0;72.0;10.4;5;2035
6.5;0.33;0.38;8.3;0.048;68.0;174.0;9.6;5;4884
7.3;0.43;0.37;4.6;0.028;17.0;114.0;13.2;6;1321
6.5;0.28;0.34;9.9;0.038;30.0;133.0;9.8;5;333
6.2;0.23;0.36;17.2;0.039;37.0;130.0;8.8;6;3144
6.0;0.2;0.24;5.3;0.075;49.0;201.0;9.5;5;2491
5.4;0.22;0.35;6.5;0.029;26.0;87.0;12.5;7;4224
7.1;0.32;0.34;14.5;0.039;46.0;150.0;12.5;8;672
7.7;0.16;0.49;2.0;0.056;20.0;124.0;10.7;6;1479
7.1;0.23;0.39;13.7;0.058;26.0;172.0;9.0;6;4856
5.6;0.29;0.05;0.8;0.038;11.0;30.0;9.2;5;915
7.9;0.25;0.35;6.7;0.039;22.0;64.0;10.7;5;2880
7.0;0.3;0.38;14.9;0.032;60.0;181.0;9.3;7;390
7.8;0.25;0.34;13.7;0.044;66.0;184.0;8.9;5;2710
6.1;0.28;0.25;17.75;0.044;48.0;161.0;9.5;5;608
7.1;0.18;0.42;1.4;0.045;47.0;157.0;10.5;6;1018
7.7;0.44;0.24;11.2;0.031;41.0;167.0;11.3;7;1830
6.8;0.15;0.32;8.8;0.058;24.0;110.0;8.8;6;1331
7.1;0.32;0.3;9.9;0.041;63.0;192.0;10.2;6;3408
6.3;0.35;0.3;5.7;0.035;8.0;97.0;11.0;7;256
7.3;0.21;0.49;1.8;0.038;44.0;152.0;12.6;7;1552
7.0;0.36;0.25;5.7;0.015;14.0;73.0;13.2;6;4350
6.0;0.18;0.27;1.5;0.089;40.0;143.0;10.8;6;366
7.1;0.27;0.27;10.4;0.041;26.0;114.0;11.5;7;4414
9.2;0.27;0.34;10.5;0.043;49.0;228.0;10.4;6;1930
6.5;0.18;0.33;1.4;0.029;35.0;138.0;11.5;7;2521
6.2;0.2;0.29;11.8;0.035;21.0;93.0;11.9;6;3233
6.6;0.22;0.53;15.1;0.052;22.0;136.0;9.4;5;2093
7.4;0.19;0.3;12.8;0.053;48.5;212.0;9.1;7;2175
7.9;0.16;0.74;17.85;0.037;52.0;187.0;9.3;5;1489
7.0;0.26;0.34;10.9;0.038;25.0;84.0;10.9;6;3101
6.6;0.22;0.23;17.3;0.047;37.0;118.0;8.8;6;4421
7.6;0.3;0.27;10.6;0.039;31.0;119.0;9.3;6;785
7.8;0.22;0.26;9.0;0.047;38.0;132.0;10.2;6;3375
5.1;0.35;0.26;6.8;0.034;36.0;120.0;11.5;6;3818
7.7;0.39;0.49;7.7;0.036;11.0;110.0;10.0;6;2490
6.4;0.125;0.36;1.4;0.044;22.0;68.0;11.7;7;2894
6.8;0.28;0.44;9.3;0.031;35.0;137.0;10.4;6;323
7.1;0.18;0.32;12.2;0.048;36.0;125.0;9.4;6;2189
6.7;0.23;0.26;1.4;0.06;33.0;154.0;9.5;6;44
6.1;0.6;0.12;1.8;0.05;11.0;76.0;10.4;4;3662
6.9;0.38;0.28;8.3;0.062;22.0;166.0;10.6;5;4067
6.2;0.28;0.33;1.7;0.029;24.0;111.0;12.1;6;863
7.2;0.2;0.25;4.5;0.044;31.0;109.0;9.4;5;1179
6.8;0.27;0.12;1.3;0.04;87.0;168.0;10.0;5;395
8.3;0.2;0.49;1.7;0.04;34.0;169.0;10.1;5;1519
7.7;0.28;0.35;15.3;0.056;31.0;117.0;9.6;5;2141
7.4;0.21;0.27;1.2;0.041;27.0;99.0;9.8;6;418
6.4;0.595;0.14;5.2;0.058;15.0;97.0;9.0;4;147
8.1;0.31;0.24;1.6;0.032;10.0;67.0;10.5;5;1710
7.7;0.31;0.26;7.8;0.031;23.0;90.0;10.4;5;241
6.3;0.17;0.32;1.0;0.04;39.0;118.0;13.1;8;4167
6.4;0.31;0.27;7.4;0.049;48.0;169.0;11.1;6;4354
7.5;0.42;0.45;9.1;0.029;20.0;125.0;10.1;6;1181
6.7;0.13;0.32;3.7;0.017;32.0;99.0;10.0;6;3639
6.6;0.36;0.24;0.9;0.038;15.0;72.0;11.0;5;2815
6.6;0.31;0.37;6.2;0.052;13.0;164.0;8.8;4;4212
6.8;0.19;0.23;5.1;0.034;71.0;204.0;10.1;5;2655
8.0;0.45;0.36;8.8;0.026;50.0;151.0;12.7;8;1283
7.2;0.19;0.27;11.2;0.061;46.0;149.0;9.3;6;2688
7.6;0.21;0.49;2.5;0.047;20.0;130.0;11.1;5;3104
6.5;0.4;0.31;3.5;0.046;22.0;147.0;12.0;7;4119
7.4;0.3;0.49;8.2;0.055;49.0;188.0;9.7;6;1571
6.8;0.34;0.44;6.6;0.052;28.0;156.0;9.6;5;2047
6.3;0.32;0.32;1.5;0.037;12.0;76.0;12.3;6;3582
6.4;0.32;0.26;7.9;0.05;53.0;180.0;9.6;5;4477
6.4;0.37;0.2;5.6;0.117;61.0;183.0;9.5;5;3627
7.2;0.31;0.26;7.3;0.05;37.0;157.0;9.0;5;795
6.7;0.27;0.69;1.2;0.176;36.0;106.0;9.2;6;4344
6.4;0.28;0.56;1.7;0.156;49.0;106.0;9.2;6;2579
6.6;0.29;0.39;6.75;0.031;22.0;98.0;12.9;7;3206
6.1;0.24;0.26;1.7;0.033;61.0;134.0;11.9;7;3975
7.3;0.28;0.37;1.2;0.039;26.0;99.0;10.8;5;4616
8.4;0.2;0.38;11.8;0.055;51.0;170.0;8.9;6;1998
7.7;0.26;0.31;1.3;0.043;47.0;155.0;10.1;6;1234
7.3;0.19;0.27;13.9;0.057;45.0;155.0;8.8;8;4340
6.5;0.22;0.72;6.8;0.042;33.0;168.0;9.2;6;1326
6.8;0.2;0.59;0.9;0.147;38.0;132.0;9.1;6;54
6.7;0.15;0.32;7.9;0.034;17.0;81.0;10.0;6;4719
8.2;0.28;0.42;1.8;0.031;30.0;93.0;11.4;5;396
6.6;0.36;0.52;10.1;0.05;29.0;140.0;9.4;5;2613
6.8;0.28;0.39;1.4;0.036;15.0;115.0;11.7;5;2129
6.0;0.2;0.71;1.6;0.15;10.0;54.0;9.8;5;979
6.4;0.37;0.12;5.9;0.056;6.0;91.0;8.4;4;4020
6.4;0.3;0.33;5.2;0.05;30.0;137.0;11.1;5;4588
7.4;0.25;0.36;13.2;0.067;53.0;178.0;9.0;6;537
6.4;0.18;0.74;11.9;0.046;54.0;168.0;10.1;5;1583
6.7;0.18;0.28;10.2;0.039;29.0;115.0;10.9;7;2985
6.2;0.3;0.33;3.5;0.037;37.0;155.0;12.4;6;4482
6.4;0.17;0.32;2.4;0.048;41.0;200.0;9.7;6;228
6.6;0.24;0.3;11.3;0.026;11.0;77.0;12.8;7;3389
7.3;0.23;0.37;1.9;0.041;51.0;165.0;12.2;8;1344
7.1;0.2;0.37;1.5;0.049;28.0;129.0;10.8;5;3882
6.5;0.35;0.28;12.4;0.051;86.0;213.0;9.9;6;2728
7.4;0.26;0.37;9.4;0.047;42.0;147.0;10.0;5;1686
5.7;0.33;0.32;1.4;0.043;28.0;93.0;12.3;6;4797
6.5;0.28;0.34;3.6;0.04;29.0;121.0;12.1;7;3382
6.6;0.22;0.23;17.3;0.047;37.0;118.0;8.8;6;4420
5.9;0.2;0.4;1.3;0.047;23.0;92.0;10.0;6;2842
8.6;0.17;0.28;2.7;0.047;38.0;150.0;10.8;6;2291
7.0;0.33;0.28;5.7;0.033;39.0;204.0;12.5;6;3822
6.5;0.28;0.25;4.8;0.029;54.0;128.0;12.2;7;3538
8.2;0.31;0.43;7.0;0.047;18.0;87.0;10.6;5;3849
6.6;0.285;0.49;11.4;0.035;57.0;137.0;8.9;6;4678
8.0;0.24;0.36;1.5;0.047;17.0;129.0;10.0;6;341
7.2;0.25;0.28;14.4;0.055;55.0;205.0;9.0;7;1683
6.0;0.31;0.24;3.3;0.041;25.0;143.0;11.3;6;116
7.1;0.21;0.28;2.7;0.034;23.0;111.0;10.2;4;2413
6.6;0.28;0.41;7.0;0.046;59.0;194.0;9.4;5;3292
5.8;0.27;0.2;7.3;0.04;42.0;145.0;9.8;5;4613
6.5;0.32;0.23;1.2;0.054;39.0;208.0;9.9;6;2292
7.0;0.23;0.33;5.8;0.04;25.0;136.0;9.5;6;589
7.0;0.24;0.26;1.7;0.041;31.0;110.0;11.0;6;4382
6.1;0.41;0.0;1.6;0.063;36.0;87.0;10.8;6;300
6.6;0.31;0.07;1.5;0.033;55.0;144.0;10.0;5;2848
5.2;0.6;0.07;7.0;0.044;33.0;147.0;9.7;5;271
6.4;0.225;0.48;2.2;0.115;29.0;104.0;12.1;6;775
5.9;0.21;0.28;4.6;0.053;40.0;199.0;10.0;4;250
7.1;0.14;0.35;1.4;0.039;24.0;128.0;10.4;5;2256
6.1;0.43;0.35;9.1;0.059;83.0;249.0;8.5;5;459
6.2;0.36;0.22;5.25;0.038;44.0;145.0;11.2;6;4260
7.3;0.26;0.24;1.7;0.05;10.0;112.0;9.9;5;2971
6.1;0.32;0.33;10.7;0.036;27.0;98.0;10.2;6;4724
6.3;0.24;0.22;11.9;0.05;65.0;179.0;9.3;6;4174
5.8;0.15;0.32;1.2;0.037;14.0;119.0;10.2;6;3405
6.0;0.29;0.25;1.4;0.033;30.0;114.0;13.2;6;3370
6.7;0.31;0.18;7.7;0.043;57.0;200.0;9.4;6;2276
7.3;0.26;0.31;1.6;0.04;39.0;173.0;11.4;6;888
7.5;0.28;0.41;1.3;0.044;11.0;126.0;10.3;5;3729
6.7;0.22;0.39;10.2;0.038;60.0;149.0;10.0;7;858
7.3;0.3;0.74;13.5;0.039;46.0;165.0;8.7;5;1585
5.2;0.335;0.2;1.7;0.033;17.0;74.0;12.3;6;3214
9.2;0.71;0.23;6.2;0.042;15.0;93.0;10.1;6;1932
7.2;0.4;0.49;1.1;0.048;11.0;138.0;9.3;5;1469
7.4;0.25;0.36;2.05;0.05;31.0;100.0;10.8;6;32
6.7;0.18;0.31;10.6;0.035;42.0;143.0;9.8;7;3970
6.5;0.25;0.27;17.4;0.064;29.0;140.0;10.1;6;3795
9.2;0.35;0.39;0.9;0.042;15.0;61.0;10.4;4;1349
6.4;0.28;0.45;8.6;0.057;47.0;223.0;9.1;5;4772
6.1;0.28;0.26;1.5;0.03;25.0;101.0;12.1;6;3930
6.0;0.32;0.3;1.9;0.033;41.0;142.0;12.8;7;3306
6.4;0.29;0.32;2.4;0.014;34.0;89.0;12.5;7;3638
6.3;0.18;0.24;3.4;0.053;20.0;119.0;9.2;6;3717
7.0;0.15;0.34;1.4;0.039;21.0;177.0;10.8;5;1317
6.8;0.33;0.28;1.2;0.032;38.0;131.0;13.0;6;1819
7.4;0.19;0.3;12.8;0.053;48.5;229.0;9.1;7;2170
7.0;0.13;0.37;12.85;0.042;36.0;105.0;10.7;6;3013
7.0;0.32;0.29;7.6;0.025;35.0;124.0;12.8;7;3984
6.2;0.36;0.32;4.0;0.036;44.0;92.0;13.3;7;4863
6.4;0.22;0.49;7.5;0.054;42.0;151.0;10.1;6;1641
5.7;0.15;0.47;11.4;0.035;49.0;128.0;10.5;8;3657
6.2;0.37;0.3;6.6;0.346;79.0;200.0;9.6;5;484
4.8;0.13;0.32;1.2;0.042;40.0;98.0;11.8;7;4578
7.8;0.24;0.18;6.7;0.046;33.0;160.0;9.8;6;1670
8.5;0.21;0.26;9.25;0.034;73.0;142.0;11.4;6;1782
6.4;0.22;0.38;9.1;0.044;35.0;127.0;11.0;7;3203
5.9;0.42;0.36;2.4;0.034;19.0;77.0;10.9;5;4611
6.6;0.26;0.56;15.4;0.053;32.0;141.0;9.3;5;4465
8.5;0.22;0.34;0.7;0.04;5.0;25.0;10.5;4;2888
6.4;0.16;0.42;1.0;0.036;29.0;113.0;11.0;6;3240
6.7;0.26;0.26;4.1;0.073;36.0;202.0;9.5;5;1063
7.6;0.2;0.3;14.2;0.056;53.0;212.5;8.9;8;1983
6.9;0.54;0.26;12.7;0.049;59.0;195.0;10.5;6;4639
6.5;0.33;0.24;14.5;0.048;20.0;96.0;11.5;8;4084
6.8;0.16;0.18;1.8;0.046;31.0;114.0;10.8;6;3612
5.2;0.185;0.22;1.0;0.03;47.0;123.0;10.15;6;4733
6.5;0.27;0.26;11.0;0.03;2.0;82.0;11.2;5;3668
6.8;0.24;0.29;9.5;0.042;56.0;157.0;10.1;6;3412
7.1;0.21;0.28;2.7;0.034;23.0;111.0;10.2;4;2409
5.3;0.275;0.24;7.4;0.038;28.0;114.0;11.0;6;4838
7.4;0.23;0.38;8.6;0.052;41.0;150.0;10.3;5;3125
6.9;0.4;0.22;5.95;0.081;76.0;303.0;9.4;5;2654
5.8;0.22;0.3;1.1;0.047;36.0;131.0;10.4;5;3481
7.2;0.32;0.3;8.25;0.02;14.0;104.0;11.4;6;3015
6.0;0.28;0.35;1.9;0.037;16.0;120.0;10.6;5;1906
6.9;0.14;0.29;9.9;0.056;30.0;91.0;9.9;6;3926
6.2;0.27;0.32;6.3;0.048;47.0;159.0;11.0;6;3939
6.9;0.37;0.23;9.5;0.057;54.0;166.0;10.0;5;4101
6.6;0.28;0.28;8.5;0.052;55.0;211.0;8.9;6;190
6.7;0.19;0.34;1.0;0.022;22.0;94.0;11.1;6;696
7.2;0.21;1.0;1.1;0.154;46.0;114.0;9.2;6;3043
7.1;0.13;0.29;15.5;0.064;56.0;115.5;9.7;7;4146
6.0;0.28;0.22;12.15;0.048;42.0;163.0;10.1;5;2125
8.2;0.27;0.43;1.6;0.035;31.0;128.0;12.3;6;712
5.3;0.23;0.56;0.9;0.041;46.0;141.0;9.7;5;4106
6.9;0.3;0.25;3.3;0.041;26.0;124.0;9.3;6;2690
6.9;0.2;0.3;4.7;0.041;40.0;148.0;10.2;6;2891
7.9;0.33;0.26;1.2;0.044;23.0;103.0;10.5;6;1978
6.7;0.33;0.36;6.6;0.042;34.0;116.0;12.2;8;3172
6.2;0.24;0.35;1.2;0.038;22.0;167.0;10.6;6;264
6.0;0.27;0.3;14.7;0.044;15.0;144.0;10.3;6;3044
7.4;0.24;0.26;1.6;0.058;53.0;150.0;9.9;7;2210
7.4;0.32;0.55;16.6;0.056;53.0;238.0;8.7;6;1963
8.0;0.55;0.42;12.6;0.211;37.0;213.0;9.3;5;1835
7.8;0.31;0.4;1.6;0.027;20.0;87.0;11.9;6;3573
6.8;0.3;0.33;12.8;0.041;60.0;168.0;9.8;5;4700
6.4;0.22;0.32;4.9;0.046;50.0;156.0;11.2;6;3383
5.8;0.17;0.34;1.8;0.045;96.0;170.0;11.8;8;2750
6.9;0.48;0.36;3.5;0.03;31.0;135.0;12.2;7;943
6.5;0.25;0.27;17.4;0.064;29.0;140.0;10.1;6;3784
5.5;0.16;0.31;1.2;0.026;31.0;68.0;11.65;6;4739
6.2;0.25;0.54;7.0;0.046;58.0;176.0;10.4;5;3061
7.9;0.21;0.39;2.0;0.057;21.0;138.0;10.9;5;3802
7.1;0.44;0.62;11.8;0.044;52.0;152.0;8.7;6;85
